Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes,
Knops_2015,2015,75,75f,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hymenoptera,NA,Unknown,NO,NO,NA,NO,,40.00,Added,NA,400,13.5,4,8.888194417,4.444097209,20.5,4,5.259911279,2.62995564,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75g,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Lepidoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,4.5,4,1.290994449,0.645497224,4.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75g,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Lepidoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,3.25,4,1.707825128,0.853912564,4.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75h,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Odonata,NA,Predator,NO,NO,NA,NO,,0.00,Added,NA,400,2,4,0.816496581,0.40824829,2,4,0.816496581,0.40824829,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75h,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Odonata,NA,Predator,NO,NO,NA,NO,,40.00,Added,NA,400,2.5,4,1.290994449,0.645497224,2,4,0.816496581,0.40824829,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75i,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Orthoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,5.5,4,0.577350269,0.288675135,5.5,4,0.577350269,0.288675135,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75i,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Orthoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,6,4,2.708012802,1.354006401,5.5,4,0.577350269,0.288675135,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75j,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Psocoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,1,2,0,0,1,2,0,0,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75j,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Psocoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,1.5,2,0.707106781,0.5,1,2,0,0,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75k,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Thysanoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,1.75,4,0.5,0.25,1.75,4,0.5,0.25,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,75,75k,2000,2005,6,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Thysanoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,1,4,0,0,1.75,4,0.5,0.25,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76a,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Arachnida,Araneae,NA,Predator,NO,NO,NA,NO,,0.00,Added,NA,400,9.25,4,2.62995564,1.31497782,9.25,4,2.62995564,1.31497782,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76a,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Arachnida,Araneae,NA,Predator,NO,NO,NA,NO,,40.00,Added,NA,400,6,4,2.160246899,1.08012345,9.25,4,2.62995564,1.31497782,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76b,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Coleoptera,NA,Predator,NO,NO,NA,NO,,0.00,Added,NA,400,6,4,1.414213562,0.707106781,6,4,1.414213562,0.707106781,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76b,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Coleoptera,NA,Predator,NO,NO,NA,NO,,40.00,Added,NA,400,8,4,0.816496581,0.40824829,6,4,1.414213562,0.707106781,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76c,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Diptera,NA,Unknown,NO,NO,NA,NO,,0.00,Added,NA,400,16,4,4.69041576,2.34520788,16,4,4.69041576,2.34520788,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76c,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Diptera,NA,Unknown,NO,NO,NA,NO,,40.00,Added,NA,400,12.75,4,3.685557398,1.842778699,16,4,4.69041576,2.34520788,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76d,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hemiptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,8.5,4,1.290994449,0.645497224,8.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76d,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hemiptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,12.75,4,3.862210075,1.931105038,8.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76e,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hemiptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,21,4,2.581988897,1.290994449,21,4,2.581988897,1.290994449,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76e,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hemiptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,17,4,5.291502622,2.645751311,21,4,2.581988897,1.290994449,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76f,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hymenoptera,NA,Unknown,NO,NO,NA,NO,,0.00,Added,NA,400,18.75,4,3.593976442,1.796988221,18.75,4,3.593976442,1.796988221,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76f,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Hymenoptera,NA,Unknown,NO,NO,NA,NO,,40.00,Added,NA,400,7.75,4,4.272001873,2.136000936,18.75,4,3.593976442,1.796988221,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76g,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Lepidoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,3.5,4,1.290994449,0.645497224,3.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76g,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Lepidoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,2.25,4,0.5,0.25,3.5,4,1.290994449,0.645497224,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76h,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Odonata,NA,Predator,NO,NO,NA,NO,,0.00,Added,NA,400,1.333333333,3,0.577350269,0.333333333,1.333333333,3,0.577350269,0.333333333,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76h,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Odonata,NA,Predator,NO,NO,NA,NO,,40.00,Added,NA,400,1,2,0,0,1.333333333,3,0.577350269,0.333333333,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76i,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Orthoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,7,4,3.366501646,1.683250823,7,4,3.366501646,1.683250823,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76i,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Orthoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,6.75,4,2.5,1.25,7,4,3.366501646,1.683250823,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76j,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Psocoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,1,2,0,0,1,2,0,0,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76j,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Psocoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,1,2,0,0,1,2,0,0,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76k,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Thysanoptera,NA,Herbivore,NO,NO,NA,NO,,0.00,Added,NA,400,2,4,0.816496581,0.40824829,2,4,0.816496581,0.40824829,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Knops_2015,2015,76,76k,2000,2006,7,2,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,200,Arthropoda,Insecta,Thysanoptera,NA,Herbivore,NO,NO,NA,NO,,40.00,Added,NA,400,1.25,4,0.5,0.25,2,4,0.816496581,0.40824829,FromSource,Sweepnet,Individuals,1.00,1.00,NA,Grassland,"Experimental fields, vegetation composed by mainly C3 grasses",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Mean richness per Order calculated per plot and averaged between plots, N size is the number of plots",,
Wang_et_al_2006,2006,77,77a,2001,2001,1,1,North_America,USA,University Florida Statistical Design Field Laboratory Gainesville_Florida,29.6436405,-82.35500199,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-20,NA,,0.00,Added,NH4NO3,3,25.75,4.00,NA,NA,25.50,4.00,NA,NA,NA,Modified sieving and centrifugal flotation method,taxa/sample,NA,NA,NA,Sunn hemp and oats,Experimental field,NA,NA,NA,NA,NA,Y,Y,Kathi,0,1,1,2,Table2,,
Wang_et_al_2006,2006,77,77a,2001,2001,1,1,North_America,USA,University Florida Statistical Design Field Laboratory Gainesville_Florida,29.6436405,-82.35500199,500,Nematoda,NA,NA,NA,Unknown,NO,YES,0-20,NA,,100.00,Added,NH4NO3,3,25.50,4.00,NA,NA,25.50,4.00,NA,NA,NA,Modified sieving and centrifugal flotation method,taxa/sample,NA,NA,NA,Sunn hemp and oats,Experimental field,NA,NA,NA,NA,NA,Y,Y,Kathi,0,1,1,2,Table2,,
Lind_et_al_2017,2017,78,78a,2010,2013,4,1,North_America,USA,Bunchgrass (Andrews LTER),44.27994741,-121.9667772,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,10,3,3.464101615,2,10,3,3.464101615,2,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,78,78a,2010,2013,4,1,North_America,USA,Bunchgrass (Andrews LTER),44.27994741,-121.9667772,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,11,3,0,0,10,3,3.464101615,2,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,79,79a,2010,2011,2,1,North_America,USA,Chichaqua Bottoms,42.28782487,-93.68953568,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,7.666666667,3,3.055050463,1.763834207,7.666666667,3,3.055050463,1.763834207,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,79,79a,2010,2011,2,1,North_America,USA,Chichaqua Bottoms,42.28782487,-93.68953568,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,11,3,1,0.577350269,7.666666667,3,3.055050463,1.763834207,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,80,80a,2009,2011,3,1,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,6.6,5,2.073644135,0.92736185,6.6,5,2.073644135,0.92736185,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,80,80a,2009,2011,3,1,North_America,USA,Cedar_Creek-Minnesota,45.403004,-93.18927086,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,7.4,5,2.50998008,1.122497216,6.6,5,2.073644135,0.92736185,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,81,81a,2010,2013,4,1,North_America,USA,Hopland REC,39.01641139,-123.0883047,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,11.66666667,3,2.081665999,1.201850425,11.66666667,3,2.081665999,1.201850425,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,81,81a,2010,2013,4,1,North_America,USA,Hopland REC,39.01641139,-123.0883047,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,13.33333333,3,0.577350269,0.333333333,11.66666667,3,2.081665999,1.201850425,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,82,82a,2009,2011,3,1,North_America,USA,Konza LTER,39.09304992,-96.57501073,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,5,3,0,0,5,3,0,0,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,82,82a,2009,2011,3,1,North_America,USA,Konza LTER,39.09304992,-96.57501073,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,5.333333333,3,2.516611478,1.452966315,5,3,0,0,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,83,83a,2012,2013,2,1,South_America,Argentina,Mar Chiquita,-37.74485458,-57.42682844,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,13.33333333,3,2.081665999,1.201850425,13.33333333,3,2.081665999,1.201850425,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,83,83a,2012,2013,2,1,South_America,Argentina,Mar Chiquita,-37.74485458,-57.42682844,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,12.66666667,3,1.154700538,0.666666667,13.33333333,3,2.081665999,1.201850425,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,84,84a,2009,2011,3,1,North_America,USA,Mclaughlin UCNRS,38.90741104,-122.4067413,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,0.00,Added,(NH2)2CO,1,7.333333333,3,0.577350269,0.333333333,7.333333333,3,0.577350269,0.333333333,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
Lind_et_al_2017,2017,84,84a,2009,2011,3,1,North_America,USA,Mclaughlin UCNRS,38.90741104,-122.4067413,5000,Arthropoda,NA,NA,NA,Unknown,NO,NO,NA,NO,,100.00,Added,(NH2)2CO,1,4,1,NA,NA,7.333333333,3,0.577350269,0.333333333,FromSource,Vacuum,Individuals/m2,1.00,1.00,NA,Grassland,NA,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,
