"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Chen_and_Ruberson_2008",2008,239,"239b",2006,2006,1,1,"North_America","USA","Lang_Farm_Tifton",31.51833174,-83.54732873,5000,"Arthropoda","Insecta","Hemiptera","Lygaeidae","Geocoris",NA,NA,"Predator","NO","NO",NA,"NO",NA,90,"Added",NA,1,2.83,16,2.08,0.52,1.5,16,0,0,"FromSE","Drop cloths","ind/8m",16,16,NA,"Cotton fields","Croplands",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figures 1, 2, 3, 4","Each sampling week is a study","Treatment",1.5,2.83,0.374531695290002,2.08,1.88666666666667,0.634811603546982,0.649744573318229,0.0376589390300941,0.0382364815385011
"Chen_and_Ruberson_2008",2008,239,"239b",2006,2006,1,1,"North_America","USA","Lang_Farm_Tifton",31.51833174,-83.54732873,5000,"Arthropoda","Insecta","Hemiptera","Lygaeidae","Geocoris",NA,NA,"Predator","NO","NO",NA,"NO",NA,135,"Added",NA,1,2.66,16,2.76,0.69,1.5,16,0,0,"FromSE","Drop cloths","ind/8m",16,16,NA,"Cotton fields","Croplands",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figures 1, 2, 3, 4","Each sampling week is a study","Treatment",1.5,2.66,0.374531695290002,2.76,1.77333333333333,0.572861014685443,0.604556554739486,0.0711840795956854,0.0734554801519741
"Lin_et_al_2017",2017,240,"240a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,10.08,15,0,0,14.97,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",14.97,10.08,3.73782631899422,3.1718331022423,0.673346693386774,-0.395494935788314,-0.39427257963641,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,240,"240a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,1.92,15,0,0,1.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.93,1.92,0.481897447939803,0.604158686141391,0.994818652849741,-0.00519481687710402,-0.00397246072519992,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,240,"240a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,19.06,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",19.06,0.0333333333333333,4.75904940815163,0.0104888660788436,0.00174886323889472,-6.34878927988821,-6.34756692373631,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,240,"240a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,6.96,15,0,0,9.9,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",9.9,6.96,2.47190918891401,2.19007523726254,0.703030303030303,-0.352355282794216,-0.351132926642312,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,240,"240a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,2.17,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",2.17,0.0333333333333333,0.541822519186203,0.0104888660788436,0.0153609831029186,-4.17592454921452,-4.17470219306262,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,241,"241a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,15.21,15,0,0,25.34,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",25.34,15.21,6.32708877243244,4.78606959177633,0.600236779794791,-0.510431068621792,-0.509208712469887,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,241,"241a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,2.9,15,0,0,1.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.93,2.9,0.481897447939803,0.912531348859393,1.50259067357513,0.407190734075634,0.408413090227538,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,241,"241a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,5.07,15,0,0,0,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",0.0333333333333333,5.07,0.00832292656200005,1.59535653059211,152.1,5.02453819926525,5.02576055541715,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,241,"241a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,8.93,15,0,0,1.94,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.94,8.93,0.484394325908403,2.8099672225222,4.60309278350515,1.52672842181317,1.52795077796507,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,241,"241a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0.96,15,0,0,0,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",0.0333333333333333,0.96,0.00832292656200005,0.302079343070696,28.8,3.3603753871419,3.3615977432938,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,242,"242a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,4.1,15,0,0,25.34,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",25.34,4.1,6.32708877243244,1.29013052769776,0.16179952644041,-1.82139720118273,-1.82017484503083,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,242,"242a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,35,15,0,0,14.73,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",14.73,35,3.67790124774782,11.0133093827858,2.37610319076714,0.865461831014875,0.866684187166779,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,242,"242a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,3.87,15,0,0,5.07,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",5.07,3.87,1.26591713008021,1.21775735175374,0.763313609467456,-0.270086310561401,-0.268863954409497,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,242,"242a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,1.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.93,0.0333333333333333,0.481897447939803,0.0104888660788436,0.0172711571675302,-4.05871738457895,-4.05749502842705,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,243,"243a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,40.07,15,0,0,49.97,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",49.97,40.07,12.4768992090943,12.6086659133779,0.801881128677206,-0.22079490070806,-0.219572544556156,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,243,"243a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,21.96,15,0,0,14,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",14,21.96,3.49562915604002,6.91006497274216,1.56857142857143,0.450165287026071,0.451387643177975,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,243,"243a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,20.04,15,0,0,3.86,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",3.86,20.04,0.963794895879605,6.30590628660077,5.19170984455959,1.64706309273992,1.64828544889183,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,243,"243a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,2.9,15,0,0,0,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",0.0333333333333333,2.9,0.00832292656200005,0.912531348859393,87,4.46590811865458,4.46713047480649,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,244,"244a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,32.1,15,0,0,29.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",29.93,32.1,7.47315576001984,10.1007780339264,1.07250250584698,0.0699947082713627,0.0712170644232668,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,244,"244a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,79.9,15,0,0,55.04,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",55.04,79.9,13.7428163391745,25.1418119909881,1.45167151162791,0.372715659147141,0.373938015299045,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,244,"244a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,15.2,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",15.2,0.0333333333333333,3.79525451227202,0.0104888660788436,0.00219298245614035,-6.12249280951439,-6.12127045336248,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,244,"244a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,1.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.93,0.0333333333333333,0.481897447939803,0.0104888660788436,0.0172711571675302,-4.05871738457895,-4.05749502842705,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,245,"245a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,4.83,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",4.83,0.0333333333333333,1.20599205883381,0.0104888660788436,0.00690131124913734,-4.97604384932664,-4.97482149317473,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,245,"245a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,5.8,15,0,0,9.17,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",9.17,5.8,2.28963709720621,1.82506269771879,0.632497273718648,-0.458079368716,-0.456857012564096,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,245,"245a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,39.83,15,0,0,2.89,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",2.89,39.83,0.721597732925404,12.5331460776102,13.7820069204152,2.62336389506921,2.62458625122112,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,245,"245a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,14.96,15,0,0,7.97,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",7.97,14.96,1.99001174097421,4.70740309618501,1.87703889585947,0.629695479744208,0.630917835896112,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,245,"245a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,5.07,15,0,0,5.07,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",5.07,5.07,1.26591713008021,1.59535653059211,1,0,0.0012223561519041,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,246,"246a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,5.07,15,0,0,0,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",0.0333333333333333,5.07,0.00832292656200005,1.59535653059211,152.1,5.02453819926525,5.02576055541715,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,246,"246a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,94.62,15,0,0,13.52,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",13.52,94.62,3.37577901354722,29.7736952514054,6.99852071005917,1.94569879958818,1.94692115574009,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,246,"246a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,7.24,15,0,0,32.34,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",32.34,7.24,8.07490335045245,2.27818171232483,0.22387136672851,-1.49668364775134,-1.49546129159943,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,247,"247a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,13.52,15,0,0,30.66,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",30.66,13.52,7.65542785172764,4.25428408157896,0.440965427266797,-0.81878880282885,-0.817566446676946,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,247,"247a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0,15,0,0,3.87,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",3.87,0.0333333333333333,0.966291773848205,0.0104888660788436,0.00861326442721791,-4.75445188870385,-4.75322953255194,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,247,"247a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,24.14,15,0,0,42.96,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",42.96,24.14,10.7265877531057,7.59603681429854,0.561918063314711,-0.576399234531224,-0.57517687837932,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,247,"247a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,7.24,15,0,0,3.14,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",3.14,7.24,0.784019682140404,2.27818171232483,2.30573248407643,0.835398406477463,0.836620762629367,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,247,"247a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,2.89,15,0,0,0.96,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Broadleaf Forest","Broadleaf Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",0.96,2.89,0.239700284985601,0.90938468903574,3.01041666666667,1.1020784966446,1.1033008527965,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,248,"248a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,33.79,15,0,0,10.62,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",10.62,33.79,2.65168440265321,10.6325635441238,3.18173258003766,1.15742588491241,1.15864824106431,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,248,"248a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,2.17,15,0,0,1.94,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.94,2.17,0.484394325908403,0.682825181732718,1.11855670103093,0.112039194477131,0.113261550629036,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,248,"248a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Detritivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,84,15,0,0,41.04,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",41.04,84,10.2471871831345,26.4319425186859,2.04678362573099,0.716269597980799,0.717491954132704,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,248,"248a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,3.87,15,0,0,10.13,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",10.13,3.87,2.52933738219181,1.21775735175374,0.382033563672261,-0.962246811218902,-0.961024455066998,0.0107572450905817,0.0107876688256285
"Lin_et_al_2017",2017,248,"248a",2014,2014,1,1,"Asia","China","Zijin_Mountain",32.07083386,118.8543458,5000,"Arthropoda",NA,NA,NA,NA,NA,NA,"Predator","YES","NO",NA,"NO",NA,47,"Added","NH4NO3",1,0.96,15,0,0,1.93,15,0,0,NA,"Tullgren funnel","Individuals",1,1,NA,"Coniferous Forest","Coniferous Forest","15.4","11065.5","5",NA,NA,"Y","Y","Juan",0,1,1,2,"Figure 5","Each month and forest is a study","Treatment",1.93,0.96,0.481897447939803,0.302079343070696,0.49740932642487,-0.698341997437049,-0.697119641285145,0.0107572450905817,0.0107876688256285
