Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Genus,Species,Binomial,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes
Liang_et_al_2009,2009,289,289d,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,3.00,4.00,4.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289d,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,3.00,4.00,4.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289e,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,79.00,4.00,62.00,31.00,99.00,4.00,12.00,6.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289e,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,79.00,4.00,22.00,11.00,99.00,4.00,12.00,6.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289f,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289f,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289g,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,3.00,4.00,8.00,4.00,43.00,4.00,14.00,7.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289g,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,3.00,4.00,8.00,4.00,43.00,4.00,14.00,7.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289h,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure,69,1.00,4.00,4.00,2.00,3.00,4.00,8.00,4.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289h,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,3.00,4.00,8.00,4.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289i,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure,69,9.00,4.00,10.00,5.00,2.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289i,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,16.00,4.00,10.00,5.00,2.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289j,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,24.00,4.00,10.00,5.00,44.00,4.00,24.00,12.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289j,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,24.00,4.00,8.00,4.00,44.00,4.00,24.00,12.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289k,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289k,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289l,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,71.00,4.00,28.00,14.00,53.00,4.00,26.00,13.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289l,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,46.00,4.00,28.00,14.00,53.00,4.00,26.00,13.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289m,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,101.00,4.00,38.00,19.00,100.00,4.00,30.00,15.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289m,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,108.00,4.00,40.00,20.00,100.00,4.00,30.00,15.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289n,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,289,289n,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on May 30 (seedling stage)
Liang_et_al_2009,2009,290,290a,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,148.00,4.00,96.00,48.00,32.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290a,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,110.00,4.00,24.00,12.00,32.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290b,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,93.00,4.00,18.00,9.00,67.00,4.00,14.00,7.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290b,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,95.00,4.00,36.00,18.00,67.00,4.00,14.00,7.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290c,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,14.00,4.00,12.00,6.00,14.00,4.00,12.00,6.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290c,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,9.00,4.00,8.00,4.00,14.00,4.00,12.00,6.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290d,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,5.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290d,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Bacterivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,5.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290e,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,121.00,4.00,38.00,19.00,69.00,4.00,28.00,14.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290e,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,97.00,4.00,60.00,30.00,69.00,4.00,28.00,14.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290f,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,6.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290f,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,6.00,4.00,4.00,2.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290g,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,2.00,4.00,6.00,3.00,60.00,4.00,10.00,5.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290g,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,7.00,4.00,6.00,3.00,60.00,4.00,10.00,5.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290h,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290h,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290i,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,14.00,4.00,16.00,8.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290i,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Predator,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,4.00,4.00,6.00,3.00,14.00,4.00,16.00,8.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290j,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,48.00,4.00,44.00,22.00,60.00,4.00,52.00,26.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290j,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,25.00,4.00,14.00,7.00,60.00,4.00,52.00,26.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290k,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290k,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Omnivore,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290l,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,56.00,4.00,50.00,25.00,74.00,4.00,32.00,16.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290l,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,60.00,4.00,16.00,8.00,74.00,4.00,32.00,16.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290m,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,102.00,4.00,40.00,20.00,67.00,4.00,32.00,16.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290m,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,106.00,4.00,24.00,12.00,67.00,4.00,32.00,16.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290n,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
Liang_et_al_2009,2009,290,290n,1987,2007,21,1,Asia,China,Shenyang Agricultural University,41.816667,123.56667,300,Nematoda,NA,NA,NA,NA,NA,NA,Plant-parasite,YES,YES,0-20,NO,NA,135.00,Added,manure and NH2CONH2,69,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Modified cotton-wool filter,Individuals/100 gr dry soil,1,1,NA,Monoculture maize field,Experimental field in a conventional tillage system,7.45,705.4,6,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,sampled on June 25 (jointing stage)
